id,source,year,down_payment_level,first_mortgage,long_amortization,rate_type,rate,posted,refinance_rate,type
593,DUCA,4,2,1,,fixed,2.79,,2.84,fixed
1263,Alterna Savings,1,1,1,,variable,6.35,,,variable
579,First National,7,1,1,,fixed,2.84,1,,fixed
406,National,4,1,1,,fixed,2.19,,,fixed
411,National,5,1,1,,fixed,2.24,,,fixed
582,First National,10,1,1,,fixed,3.15,1,,fixed
1264,Alterna Savings,1,2,1,,variable,6.35,,,variable
561,First National,1,2,1,,fixed,1.99,1,,fixed
1265,ATB,5,1,1,,variable,1.65,,,variable
850,First Ontario,2,1,1,,fixed,2.24,,,fixed
1266,ATB,1,1,1,,fixed,2.49,,,fixed
622,Alterna Savings,2,2,1,,fixed,1.54,,,fixed
618,Alterna Savings,1,2,1,,fixed,1.79,,,fixed
588,DUCA,3,1,1,,fixed,2.49,,2.74,fixed
583,First National,10,2,1,,fixed,3.3,,,fixed
852,First Ontario,3,1,1,,fixed,2.24,,,fixed
626,Alterna Savings,3,2,1,,fixed,1.79,,,fixed
1267,ATB,2,1,1,,fixed,2.49,,,fixed
565,First National,2,2,1,,fixed,1.99,1,,fixed
854,First Ontario,4,1,1,,fixed,2.24,,,fixed
634,Alterna Savings,4,2,1,,fixed,1.84,,,fixed
392,National,1,2,1,,fixed,2.69,,,fixed
1190,Westworth Financial,3,1,1,,variable,2.5,,,variable
1188,Westworth Financial,1,2,1,,fixed,2.24,,,fixed
744,Peoples Bank,5,1,1,,variable,1.45,,,variable
1182,Westworth Financial,1,1,1,,fixed,1.89,,2.13,fixed
569,First National,3,2,1,,fixed,1.99,1,,fixed
1183,Westworth Financial,2,1,1,,fixed,1.58,,2.13,fixed
397,National,2,2,1,,fixed,2.94,,,fixed
573,First National,4,2,1,,fixed,1.99,1,,fixed
595,DUCA,5,2,1,,fixed,2.49,,2.54,fixed
745,Peoples Bank,5,2,1,,variable,1.45,,,variable
973,TD,3,2,1,,fixed,3.49,1,2.14,fixed
974,TD,4,2,1,,fixed,3.74,1,2.19,fixed
975,TD,5,2,1,,fixed,4.59,1,2.34,fixed
1262,Alterna Savings,5,1,1,,fixed,1.65,,,fixed
638,Alterna Savings,5,2,1,,fixed,1.65,,,fixed
976,TD,6,2,1,,fixed,5.24,1,,fixed
847,First Ontario,1,1,1,,fixed,2.44,1,,fixed
848,First Ontario,1,1,1,,fixed,2.44,,,fixed
589,DUCA,3,2,1,,fixed,2.69,,2.74,fixed
849,First Ontario,2,1,1,,fixed,2.09,1,,fixed
977,TD,7,2,1,,fixed,5.35,1,,fixed
586,DUCA,2,1,1,,fixed,2.59,,2.64,fixed
599,DUCA,6,2,1,,fixed,4.59,,,fixed
316,BMO,6,1,1,,fixed,5.24,1,,fixed
851,First Ontario,3,1,1,,fixed,2.09,1,,fixed
78,RBC,3,2,1,1,fixed,3.45,1,,fixed
89,RBC,4,2,1,1,fixed,4.09,1,,fixed
601,DUCA,7,2,1,,fixed,4.79,,,fixed
100,RBC,5,2,1,1,fixed,4.79,1,,fixed
584,DUCA,1,1,1,,fixed,2.69,,2.94,fixed
853,First Ontario,4,1,1,,fixed,2.09,1,,fixed
1189,Westworth Financial,2,2,1,,fixed,2.19,,2.19,fixed
318,BMO,6,1,1,1,fixed,5.24,1,,fixed
845,First Ontario,5,1,1,,fixed,2.09,1,,fixed
324,BMO,7,1,1,,fixed,5.4,1,,fixed
585,DUCA,1,2,1,,fixed,2.89,,2.94,fixed
326,BMO,7,1,1,1,fixed,5.4,1,,fixed
133,RBC,10,2,1,1,fixed,5.8,1,,fixed
337,BMO,10,1,1,1,fixed,5.8,1,,fixed
144,RBC,25,2,1,1,fixed,8.75,1,,fixed
335,BMO,10,1,1,,fixed,4.49,1,,fixed
1186,Westworth Financial,3,2,1,,fixed,2.14,,2.14,fixed
241,BMO,1,1,1,,fixed,2.79,,,fixed
560,First National,1,2,1,,fixed,2.54,,,fixed
243,BMO,1,1,1,1,fixed,2.79,,,fixed
1187,Westworth Financial,4,2,1,,fixed,1.94,,2.14,fixed
252,BMO,2,1,1,,fixed,2.94,,,fixed
564,First National,2,2,1,,fixed,2.24,,,fixed
254,BMO,2,1,1,1,fixed,2.94,,,fixed
591,DUCA,3,2,1,,variable,3.45,,,variable
574,First National,5,1,1,,fixed,2.09,,2.49,fixed
578,First National,7,1,1,,fixed,2.94,,2.94,fixed
956,BMO,3,1,1,1,fixed,3.49,,,fixed
568,First National,3,2,1,,fixed,2.14,,,fixed
293,BMO,5,1,1,,fixed,2.34,,,fixed
1054,ATB,5,2,1,,fixed,1.99,,,fixed
818,Canada Life,4,2,1,,fixed,2.1,,,fixed
843,Investors Group,5,2,1,,variable,2.45,,,variable
819,Canada Life,4,1,1,,fixed,1.95,,,fixed
1053,ATB,5,2,1,,variable,1.65,,,variable
869,Canadian Western,5,2,1,,fixed,4.09,1,,fixed
871,Canadian Western,5,1,1,,fixed,2.14,,,fixed
597,DUCA,5,2,1,,variable,3.15,,3.15,variable
870,Canadian Western,5,2,1,,fixed,2.14,,,fixed
872,Canadian Western,5,2,1,,variable,1.9,1,,variable
857,Canadian Western,1,2,1,,fixed,2.69,1,,fixed
1051,Banyan Mortgage,5,1,1,,variable,1.25,,1.35,variable
1252,ICICI,5,1,1,,fixed,5.14,1,,fixed
1055,ATB,1,2,1,,fixed,2.49,,,fixed
1057,ATB,3,2,1,,fixed,2.24,,,fixed
1058,ATB,4,2,1,,fixed,2.24,,,fixed
859,Canadian Western,1,1,1,,fixed,2.09,,2.84,fixed
1056,ATB,2,2,1,,fixed,2.49,,,fixed
862,Canadian Western,2,1,1,,fixed,2.04,,2.84,fixed
84,RBC,4,1,1,1,fixed,2.49,,,fixed
1052,Banyan Mortgage,5,2,1,,variable,1.35,,1.35,variable
858,Canadian Western,1,2,1,,fixed,2.09,,,fixed
1179,Westworth Financial,5,2,1,,fixed,1.93,,2.13,fixed
820,Canada Life,5,2,1,,fixed,2.17,,,fixed
860,Canadian Western,2,2,1,,fixed,2.79,1,,fixed
1100,First Ontario,2,2,1,,fixed,2.24,,,fixed
1213,ICICI,5,2,1,,fixed,5.14,1,,fixed
821,Canada Life,5,1,1,,fixed,2.02,,,fixed
1214,ICICI,5,1,1,,variable,2.5,,,variable
1101,First Ontario,3,2,1,,fixed,2.24,,,fixed
861,Canadian Western,2,2,1,,fixed,2.04,,,fixed
824,Canada Life,1,2,1,,fixed,3.1,,,fixed
825,Canada Life,2,2,1,,fixed,3.2,,,fixed
863,Canadian Western,3,2,1,,fixed,3.19,1,,fixed
1102,First Ontario,4,2,1,,fixed,2.24,,,fixed
1221,motusbank,1,1,1,,fixed,3.09,1,,fixed
1103,First Ontario,5,2,1,,fixed,2.24,,,fixed
1222,motusbank,2,1,1,,fixed,3.19,1,,fixed
1223,motusbank,3,1,1,,fixed,3.49,1,,fixed
865,Canadian Western,3,1,1,,fixed,1.94,,3.75,fixed
864,Canadian Western,3,2,1,,fixed,1.94,,,fixed
1224,motusbank,4,1,1,,fixed,3.74,1,,fixed
1104,First Ontario,7,2,1,,fixed,2.84,,,fixed
548,Scotiabank,5,1,1,,variable,1.75,,2,variable
866,Canadian Western,4,2,1,,fixed,3.59,1,,fixed
726,motusbank,3,1,1,,fixed,1.89,,,fixed
868,Canadian Western,4,1,1,,fixed,2.14,,,fixed
728,motusbank,4,1,1,,fixed,1.89,,,fixed
1049,Banyan Mortgage,5,1,1,,fixed,1.5,,1.89,fixed
1180,Westworth Financial,5,1,1,,variable,1.25,,1.35,variable
867,Canadian Western,4,2,1,,fixed,2.14,,,fixed
826,Canada Life,7,2,1,,fixed,6.5,,,fixed
873,Canadian Western,5,2,1,,variable,1.9,,,variable
883,Meridian,1,2,1,,fixed,3.09,1,,fixed
730,motusbank,5,1,1,,fixed,1.89,,,fixed
844,Investors Group,5,1,1,,fixed,4.79,,,fixed
827,Canada Life,10,2,1,,fixed,6.75,,,fixed
1050,Banyan Mortgage,5,2,1,,fixed,1.69,,1.89,fixed
816,Canada Life,3,2,1,,fixed,2.05,,,fixed
817,Canada Life,3,1,1,,fixed,1.9,,,fixed
822,Canada Life,5,1,1,,variable,1.48,,,variable
823,Canada Life,5,2,1,,variable,1.48,,,variable
841,Investors Group,10,2,1,,fixed,6.75,,,fixed
1098,First Ontario,5,2,1,,variable,2.25,,,variable
842,Investors Group,5,1,1,,variable,2.45,,,variable
1099,First Ontario,1,2,1,,fixed,2.44,,,fixed
1227,Canada Life,7,1,1,,fixed,6.5,,,fixed
270,BMO,3,2,1,1,fixed,3.49,1,,fixed
354,HSBC,1,1,1,,fixed,2.49,1,,fixed
287,BMO,4,2,1,,fixed,4.09,1,,fixed
803,HSBC,1,2,1,,fixed,2.49,1,,fixed
1228,Canada Life,10,1,1,,fixed,6.75,,,fixed
285,BMO,4,1,1,1,fixed,4.09,1,,fixed
289,BMO,4,2,1,1,fixed,4.09,1,,fixed
356,HSBC,2,1,1,,fixed,3.04,1,,fixed
805,HSBC,2,2,1,,fixed,3.04,1,,fixed
362,HSBC,3,1,1,,fixed,3.44,1,,fixed
1229,First Ontario,5,1,1,,variable,2.25,,,variable
806,HSBC,3,2,1,,fixed,3.44,1,,fixed
1230,Investors Group,1,1,1,,fixed,3.1,,,fixed
245,BMO,1,2,1,,fixed,2.79,,,fixed
370,HSBC,4,1,1,,fixed,3.94,1,,fixed
247,BMO,1,2,1,1,fixed,2.79,,,fixed
1231,Investors Group,2,1,1,,fixed,3.2,,,fixed
1232,Investors Group,3,1,1,,fixed,3.65,,,fixed
1233,Investors Group,4,1,1,,fixed,4.24,,,fixed
256,BMO,2,2,1,,fixed,2.94,,,fixed
327,BMO,7,2,1,,fixed,5.4,,,fixed
1234,Investors Group,7,1,1,,fixed,6.5,,,fixed
1235,Investors Group,10,1,1,,fixed,6.75,,,fixed
1236,Meridian,1,1,1,,fixed,3.09,,,fixed
1237,Meridian,2,1,1,,fixed,2.19,,,fixed
329,BMO,7,2,1,1,fixed,5.4,,,fixed
1238,Meridian,3,1,1,,fixed,2.19,,,fixed
1239,Meridian,4,1,1,,fixed,3.89,,,fixed
1240,Meridian,7,1,1,,fixed,2.59,,,fixed
1241,Meridian,10,1,1,,fixed,2.74,,,fixed
1242,Canadian Western,1,1,1,,fixed,2.69,1,,fixed
1243,Canadian Western,2,1,1,,fixed,2.79,1,,fixed
338,BMO,10,2,1,,fixed,4.49,,,fixed
1244,Canadian Western,3,1,1,,fixed,3.19,1,,fixed
1245,Canadian Western,4,1,1,,fixed,3.59,1,,fixed
1198,motusbank,5,1,1,,variable,1.7,1,,variable
1197,motusbank,5,2,1,,variable,1.7,1,,variable
1246,Canadian Western,5,1,1,,fixed,4.09,1,,fixed
676,Coast Capital,4,1,1,1,fixed,2.14,,,fixed
361,HSBC,3,1,1,,fixed,1.89,,,fixed
363,HSBC,3,2,1,,fixed,1.89,,,fixed
353,HSBC,1,1,1,,fixed,2.49,,,fixed
804,HSBC,1,2,1,,fixed,2.49,,,fixed
1191,motusbank,1,2,1,,fixed,3.09,1,,fixed
1192,motusbank,2,2,1,,fixed,3.19,1,,fixed
1247,Canadian Western,5,1,1,,variable,1.9,1,,variable
507,Equitable,5,1,1,,variable,1.45,,3.9,variable
1193,motusbank,3,2,1,,fixed,3.49,1,,fixed
1194,motusbank,4,2,1,,fixed,3.74,1,,fixed
1196,motusbank,5,1,1,,fixed,4.59,1,,fixed
1195,motusbank,5,2,1,,fixed,4.59,1,,fixed
750,Simplii Financial,3,1,1,,fixed,1.94,,,fixed
754,Simplii Financial,4,1,1,,fixed,2.09,,,fixed
758,Simplii Financial,5,1,1,,fixed,2.24,,,fixed
1225,Canada Life,1,1,1,,fixed,3.1,,,fixed
1226,Canada Life,2,1,1,,fixed,3.2,,,fixed
248,BMO,1,2,1,1,fixed,2.79,1,,fixed
257,BMO,2,2,1,,fixed,2.94,1,,fixed
577,First National,5,2,1,,fixed,2.09,1,,fixed
142,RBC,25,2,1,,fixed,8.75,1,,fixed
56,RBC,1,2,1,1,fixed,2.69,1,,fixed
686,Coast Capital,5,1,1,,variable,1.3,,,variable
572,First National,4,2,1,,fixed,2.24,,,fixed
576,First National,5,2,1,,fixed,2.34,,2.49,fixed
732,motusbank,5,1,1,,variable,1.7,,,variable
733,motusbank,5,2,1,,variable,1.7,,,variable
734,Peoples Bank,1,1,1,,fixed,1.84,,,fixed
735,Peoples Bank,1,2,1,,fixed,1.84,,,fixed
736,Peoples Bank,2,1,1,,fixed,1.74,,,fixed
737,Peoples Bank,2,2,1,,fixed,1.74,,,fixed
402,National,3,2,1,,fixed,3.45,,,fixed
407,National,4,2,1,,fixed,4.09,,,fixed
412,National,5,2,1,,fixed,4.79,,,fixed
991,National,6,2,1,,fixed,5.39,,,fixed
422,National,7,2,1,,fixed,5.39,,,fixed
427,National,10,2,1,,fixed,5.79,,,fixed
738,Peoples Bank,3,1,1,,fixed,1.64,,,fixed
739,Peoples Bank,3,2,1,,fixed,1.64,,,fixed
740,Peoples Bank,4,1,1,,fixed,1.74,,,fixed
741,Peoples Bank,4,2,1,,fixed,1.74,,,fixed
742,Peoples Bank,5,1,1,,fixed,2.09,,,fixed
743,Peoples Bank,5,2,1,,fixed,2.09,,,fixed
774,Citadel Mortgages,1,1,1,,fixed,1.74,,,fixed
776,Citadel Mortgages,2,1,1,,fixed,1.44,,,fixed
778,Citadel Mortgages,3,1,1,,fixed,1.39,,2.14,fixed
780,Citadel Mortgages,4,1,1,,fixed,1.49,,,fixed
786,Citadel Mortgages,10,1,1,,fixed,2.49,,,fixed
782,Citadel Mortgages,5,1,1,,fixed,1.64,,2.09,fixed
449,Desjardins,4,2,1,,fixed,4.09,,,fixed
451,Desjardins,5,1,1,,fixed,4.74,,,fixed
453,Desjardins,5,2,1,,fixed,4.74,,,fixed
1024,nuborrow,5,1,1,,variable,1.55,,1.55,variable
1170,MCAP,3,1,1,,fixed,1.54,,1.94,fixed
594,DUCA,5,1,1,,fixed,1.84,,2.54,fixed
592,DUCA,4,1,1,,fixed,2.39,,2.84,fixed
1199,Coast Capital,2,1,1,,variable,2.04,,,variable
459,Desjardins,7,1,1,,fixed,5.39,,,fixed
1200,Coast Capital,3,1,1,,variable,1.99,,,variable
461,Desjardins,7,2,1,,fixed,5.39,,,fixed
1201,Coast Capital,4,1,1,,variable,2.04,,,variable
465,Desjardins,10,2,1,,fixed,5.79,,,fixed
996,CMLS,1,1,1,,fixed,2.09,,,fixed
1202,Coast Capital,6,1,1,,variable,2.64,,,variable
1012,nuborrow,1,1,1,,fixed,1.55,,1.85,fixed
997,CMLS,1,2,1,,fixed,2.09,,,fixed
998,CMLS,2,1,1,,fixed,1.99,,,fixed
999,CMLS,2,2,1,,fixed,1.99,,,fixed
1203,Coast Capital,7,1,1,,variable,2.69,,,variable
1204,Coast Capital,8,1,1,,variable,4.14,,,variable
1000,CMLS,3,1,1,,fixed,1.99,,,fixed
1205,Coast Capital,9,1,1,,variable,4.19,,,variable
1017,nuborrow,1,2,1,,fixed,1.7,,1.85,fixed
1001,CMLS,3,2,1,,fixed,1.99,,,fixed
1002,CMLS,4,1,1,,fixed,2.04,,,fixed
1013,nuborrow,2,1,1,,fixed,1.55,,1.85,fixed
1003,CMLS,4,2,1,,fixed,2.04,,,fixed
1206,Coast Capital,10,1,1,,variable,2.94,,,variable
1018,nuborrow,2,2,1,,fixed,1.7,,1.85,fixed
433,Laurentian,5,1,1,,fixed,2.2,,,fixed
434,Laurentian,5,2,1,,fixed,2.2,,,fixed
1004,CMLS,5,1,1,,fixed,2.44,,,fixed
1005,CMLS,5,2,1,,fixed,2.44,,,fixed
1006,CMLS,7,1,1,,fixed,2.99,,,fixed
1014,nuborrow,3,1,1,,fixed,1.55,,1.9,fixed
1019,nuborrow,3,2,1,,fixed,1.7,,1.9,fixed
1007,CMLS,7,2,1,,fixed,2.99,,,fixed
1008,CMLS,10,1,1,,fixed,3.44,,,fixed
455,Desjardins,5,1,1,,variable,1.75,,,variable
1015,nuborrow,4,1,1,,fixed,1.69,,1.9,fixed
437,Desjardins,1,2,1,,fixed,2.79,,,fixed
441,Desjardins,2,2,1,,fixed,2.94,,,fixed
445,Desjardins,3,2,1,,fixed,3.49,,,fixed
1009,CMLS,10,2,1,,fixed,3.44,,,fixed
1020,nuborrow,4,2,1,,fixed,1.75,,1.9,fixed
1016,nuborrow,5,1,1,,fixed,1.69,,1.85,fixed
992,CMLS,3,1,1,,variable,2.95,,,variable
1021,nuborrow,5,2,1,,fixed,1.75,,1.85,fixed
993,CMLS,3,2,1,,variable,2.95,,,variable
994,CMLS,5,1,1,,variable,2.95,,,variable
995,CMLS,5,2,1,,variable,2.95,,,variable
580,First National,7,2,1,,fixed,2.94,,,fixed
1022,nuborrow,3,1,1,,variable,1.55,,2.45,variable
1023,nuborrow,3,2,1,,variable,1.55,,2.45,variable
1207,First National,5,1,1,,variable,1.45,,,variable
1208,First National,5,2,1,,variable,1.55,,,variable
884,Meridian,1,2,1,,fixed,3.09,,,fixed
885,Meridian,2,2,1,,fixed,2.19,1,,fixed
886,Meridian,2,2,1,,fixed,2.19,,,fixed
888,Meridian,3,2,1,,fixed,2.19,,,fixed
890,Meridian,4,2,1,,fixed,3.89,,,fixed
899,Meridian,5,1,1,,fixed,1.99,,,fixed
892,Meridian,5,2,1,,fixed,1.99,,,fixed
887,Meridian,3,2,1,,fixed,2.19,1,,fixed
894,Meridian,7,2,1,,fixed,2.59,,,fixed
896,Meridian,10,2,1,,fixed,2.74,,,fixed
900,Meridian,5,1,1,,variable,1.55,,,variable
898,Meridian,5,2,1,,variable,1.55,,,variable
889,Meridian,4,2,1,,fixed,3.89,1,,fixed
1178,Westworth Financial,5,1,1,,fixed,1.84,,2.13,fixed
891,Meridian,5,2,1,,fixed,1.79,1,,fixed
1275,Metro Mortgage,4,1,1,,fixed,1.84,,2.24,fixed
1278,Metro Mortgage,4,2,1,,fixed,2.24,,2.24,fixed
1276,Metro Mortgage,5,1,1,,fixed,2.04,,2.19,fixed
893,Meridian,7,2,1,,fixed,5.45,1,,fixed
1279,Metro Mortgage,5,2,1,,fixed,2.19,,2.19,fixed
895,Meridian,10,2,1,,fixed,4.39,1,,fixed
1280,Metro Mortgage,3,1,1,,variable,2.45,,2.45,variable
1281,Metro Mortgage,3,2,1,,variable,2.45,,2.45,variable
897,Meridian,5,2,1,,variable,1.69,1,,variable